id,index,period,timestamp,minute,second,type/id,type/name,possession,possession_team/id,possession_team/name,play_pattern/id,play_pattern/name,team/id,team/name,duration,tactics/formation,tactics/lineup/0/player/id,tactics/lineup/0/player/name,tactics/lineup/0/position/id,tactics/lineup/0/position/name,tactics/lineup/0/jersey_number,tactics/lineup/1/player/id,tactics/lineup/1/player/name,tactics/lineup/1/position/id,tactics/lineup/1/position/name,tactics/lineup/1/jersey_number,tactics/lineup/2/player/id,tactics/lineup/2/player/name,tactics/lineup/2/position/id,tactics/lineup/2/position/name,tactics/lineup/2/jersey_number,tactics/lineup/3/player/id,tactics/lineup/3/player/name,tactics/lineup/3/position/id,tactics/lineup/3/position/name,tactics/lineup/3/jersey_number,tactics/lineup/4/player/id,tactics/lineup/4/player/name,tactics/lineup/4/position/id,tactics/lineup/4/position/name,tactics/lineup/4/jersey_number,tactics/lineup/5/player/id,tactics/lineup/5/player/name,tactics/lineup/5/position/id,tactics/lineup/5/position/name,tactics/lineup/5/jersey_number,tactics/lineup/6/player/id,tactics/lineup/6/player/name,tactics/lineup/6/position/id,tactics/lineup/6/position/name,tactics/lineup/6/jersey_number,tactics/lineup/7/player/id,tactics/lineup/7/player/name,tactics/lineup/7/position/id,tactics/lineup/7/position/name,tactics/lineup/7/jersey_number,tactics/lineup/8/player/id,tactics/lineup/8/player/name,tactics/lineup/8/position/id,tactics/lineup/8/position/name,tactics/lineup/8/jersey_number,tactics/lineup/9/player/id,tactics/lineup/9/player/name,tactics/lineup/9/position/id,tactics/lineup/9/position/name,tactics/lineup/9/jersey_number,tactics/lineup/10/player/id,tactics/lineup/10/player/name,tactics/lineup/10/position/id,tactics/lineup/10/position/name,tactics/lineup/10/jersey_number,related_events/0,player/id,player/name,position/id,position/name,location/0,location/1,pass/recipient/id,pass/recipient/name,pass/length,pass/angle,pass/height/id,pass/height/name,pass/end_location/0,pass/end_location/1,pass/type/id,pass/type/name,pass/body_part/id,pass/body_part/name,related_events/1,carry/end_location/0,carry/end_location/1,pass/switch,pass/outcome/id,pass/outcome/name,ball_receipt/outcome/id,ball_receipt/outcome/name,counterpress,related_events/2,under_pressure,ball_recovery/recovery_failure,pass/assisted_shot_id,pass/shot_assist,pass/through_ball,pass/technique/id,pass/technique/name,shot/statsbomb_xg,shot/end_location/0,shot/end_location/1,shot/end_location/2,shot/key_pass_id,shot/first_time,shot/technique/id,shot/technique/name,shot/body_part/id,shot/body_part/name,shot/type/id,shot/type/name,shot/outcome/id,shot/outcome/name,shot/freeze_frame/0/location/0,shot/freeze_frame/0/location/1,shot/freeze_frame/0/player/id,shot/freeze_frame/0/player/name,shot/freeze_frame/0/position/id,shot/freeze_frame/0/position/name,shot/freeze_frame/0/teammate,shot/freeze_frame/1/location/0,shot/freeze_frame/1/location/1,shot/freeze_frame/1/player/id,shot/freeze_frame/1/player/name,shot/freeze_frame/1/position/id,shot/freeze_frame/1/position/name,shot/freeze_frame/1/teammate,shot/freeze_frame/2/location/0,shot/freeze_frame/2/location/1,shot/freeze_frame/2/player/id,shot/freeze_frame/2/player/name,shot/freeze_frame/2/position/id,shot/freeze_frame/2/position/name,shot/freeze_frame/2/teammate,shot/freeze_frame/3/location/0,shot/freeze_frame/3/location/1,shot/freeze_frame/3/player/id,shot/freeze_frame/3/player/name,shot/freeze_frame/3/position/id,shot/freeze_frame/3/position/name,shot/freeze_frame/3/teammate,shot/freeze_frame/4/location/0,shot/freeze_frame/4/location/1,shot/freeze_frame/4/player/id,shot/freeze_frame/4/player/name,shot/freeze_frame/4/position/id,shot/freeze_frame/4/position/name,shot/freeze_frame/4/teammate,shot/freeze_frame/5/location/0,shot/freeze_frame/5/location/1,shot/freeze_frame/5/player/id,shot/freeze_frame/5/player/name,shot/freeze_frame/5/position/id,shot/freeze_frame/5/position/name,shot/freeze_frame/5/teammate,shot/freeze_frame/6/location/0,shot/freeze_frame/6/location/1,shot/freeze_frame/6/player/id,shot/freeze_frame/6/player/name,shot/freeze_frame/6/position/id,shot/freeze_frame/6/position/name,shot/freeze_frame/6/teammate,shot/freeze_frame/7/location/0,shot/freeze_frame/7/location/1,shot/freeze_frame/7/player/id,shot/freeze_frame/7/player/name,shot/freeze_frame/7/position/id,shot/freeze_frame/7/position/name,shot/freeze_frame/7/teammate,shot/freeze_frame/8/location/0,shot/freeze_frame/8/location/1,shot/freeze_frame/8/player/id,shot/freeze_frame/8/player/name,shot/freeze_frame/8/position/id,shot/freeze_frame/8/position/name,shot/freeze_frame/8/teammate,shot/freeze_frame/9/location/0,shot/freeze_frame/9/location/1,shot/freeze_frame/9/player/id,shot/freeze_frame/9/player/name,shot/freeze_frame/9/position/id,shot/freeze_frame/9/position/name,shot/freeze_frame/9/teammate,shot/freeze_frame/10/location/0,shot/freeze_frame/10/location/1,shot/freeze_frame/10/player/id,shot/freeze_frame/10/player/name,shot/freeze_frame/10/position/id,shot/freeze_frame/10/position/name,shot/freeze_frame/10/teammate,goalkeeper/end_location/0,goalkeeper/end_location/1,goalkeeper/position/id,goalkeeper/position/name,goalkeeper/type/id,goalkeeper/type/name,pass/cross,duel/type/id,duel/type/name,pass/aerial_won,goalkeeper/outcome/id,goalkeeper/outcome/name,related_events/3,shot/freeze_frame/11/location/0,shot/freeze_frame/11/location/1,shot/freeze_frame/11/player/id,shot/freeze_frame/11/player/name,shot/freeze_frame/11/position/id,shot/freeze_frame/11/position/name,shot/freeze_frame/11/teammate,shot/freeze_frame/12/location/0,shot/freeze_frame/12/location/1,shot/freeze_frame/12/player/id,shot/freeze_frame/12/player/name,shot/freeze_frame/12/position/id,shot/freeze_frame/12/position/name,shot/freeze_frame/12/teammate,shot/freeze_frame/13/location/0,shot/freeze_frame/13/location/1,shot/freeze_frame/13/player/id,shot/freeze_frame/13/player/name,shot/freeze_frame/13/position/id,shot/freeze_frame/13/position/name,shot/freeze_frame/13/teammate,shot/freeze_frame/14/location/0,shot/freeze_frame/14/location/1,shot/freeze_frame/14/player/id,shot/freeze_frame/14/player/name,shot/freeze_frame/14/position/id,shot/freeze_frame/14/position/name,shot/freeze_frame/14/teammate,shot/freeze_frame/15/location/0,shot/freeze_frame/15/location/1,shot/freeze_frame/15/player/id,shot/freeze_frame/15/player/name,shot/freeze_frame/15/position/id,shot/freeze_frame/15/position/name,shot/freeze_frame/15/teammate,shot/freeze_frame/16/location/0,shot/freeze_frame/16/location/1,shot/freeze_frame/16/player/id,shot/freeze_frame/16/player/name,shot/freeze_frame/16/position/id,shot/freeze_frame/16/position/name,shot/freeze_frame/16/teammate,duel/outcome/id,duel/outcome/name,dribble/outcome/id,dribble/outcome/name,foul_committed/card/id,foul_committed/card/name,interception/outcome/id,interception/outcome/name,goalkeeper/body_part/id,goalkeeper/body_part/name,goalkeeper/technique/id,goalkeeper/technique/name,shot/freeze_frame/17/location/0,shot/freeze_frame/17/location/1,shot/freeze_frame/17/player/id,shot/freeze_frame/17/player/name,shot/freeze_frame/17/position/id,shot/freeze_frame/17/position/name,shot/freeze_frame/17/teammate,pass/backheel,dribble/overrun,block/offensive,pass/deflected,block/deflection,shot/aerial_won,foul_won/defensive,bad_behaviour/card/id,bad_behaviour/card/name,substitution/outcome/id,substitution/outcome/name,substitution/replacement/id,substitution/replacement/name,pass/cut_back,shot/one_on_one,foul_committed/advantage,foul_won/advantage,related_events/4,shot/freeze_frame/18/location/0,shot/freeze_frame/18/location/1,shot/freeze_frame/18/player/id,shot/freeze_frame/18/player/name,shot/freeze_frame/18/position/id,shot/freeze_frame/18/position/name,shot/freeze_frame/18/teammate,foul_committed/type/id,foul_committed/type/name,pass/goal_assist
007f8418-5daf-4abd-9747-de2c54124697,794,1,00:16:45.832,16,45,30,Pass,31,217,Barcelona,1,Regular Play,217,Barcelona,1.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b6cb256-8a1e-40d1-a75f-f6769c9f7f06,5470,Ivan Rakitić,15,Left Center Midfield,49,29,5213,Gerard Piqué Bernabéu,32.01562,1.5395565,1,Ground Pass,50,61,,,40,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b6cb256-8a1e-40d1-a75f-f6769c9f7f06,795,1,00:16:47.829,16,47,42,Ball Receipt*,31,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007f8418-5daf-4abd-9747-de2c54124697,5213,Gerard Piqué Bernabéu,3,Right Center Back,50,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258c7d5-d17e-41e5-bbfa-515d9a57c4f3,796,1,00:16:47.829,16,47,43,Carry,31,217,Barcelona,1,Regular Play,217,Barcelona,5.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b6cb256-8a1e-40d1-a75f-f6769c9f7f06,5213,Gerard Piqué Bernabéu,3,Right Center Back,50,61,,,,,,,,,,,,,cbb2663e-273f-4e50-86a7-3f922ebb958b,64,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbb2663e-273f-4e50-86a7-3f922ebb958b,797,1,00:16:52.952,16,52,30,Pass,31,217,Barcelona,1,Regular Play,217,Barcelona,3.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5791bf0-5714-4523-8556-e1914e349959,5213,Gerard Piqué Bernabéu,3,Right Center Back,64,54,5211,Jordi Alba Ramos,49.162994,-1.4893442,3,High Pass,68,5,,,40,Right Foot,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5791bf0-5714-4523-8556-e1914e349959,798,1,00:16:55.964,16,55,42,Ball Receipt*,31,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbb2663e-273f-4e50-86a7-3f922ebb958b,5211,Jordi Alba Ramos,6,Left Back,68,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855e1164-8f8f-4732-aa29-5c88c1d1d62f,799,1,00:16:55.964,16,55,43,Carry,31,217,Barcelona,1,Regular Play,217,Barcelona,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48ac7905-f419-40eb-b0c7-7ec7e7e4debe,5211,Jordi Alba Ramos,6,Left Back,68,5,,,,,,,,,,,,,f5791bf0-5714-4523-8556-e1914e349959,69,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48ac7905-f419-40eb-b0c7-7ec7e7e4debe,800,1,00:16:56.005,16,56,30,Pass,31,217,Barcelona,1,Regular Play,217,Barcelona,1.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddd7be45-9d0d-45ea-99bb-c29bfe70c1e0,5211,Jordi Alba Ramos,6,Left Back,69,6,5470,Ivan Rakitić,12.529964,2.070143,1,Ground Pass,63,17,,,38,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddd7be45-9d0d-45ea-99bb-c29bfe70c1e0,801,1,00:16:57.553,16,57,42,Ball Receipt*,31,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48ac7905-f419-40eb-b0c7-7ec7e7e4debe,5470,Ivan Rakitić,15,Left Center Midfield,63,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74265633-c9e7-4a72-af85-273b6ac8ceb9,802,1,00:16:57.553,16,57,43,Carry,31,217,Barcelona,1,Regular Play,217,Barcelona,1.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dae7d0fe-74ad-4e4e-9a86-5f16162a0c70,5470,Ivan Rakitić,15,Left Center Midfield,63,17,,,,,,,,,,,,,ddd7be45-9d0d-45ea-99bb-c29bfe70c1e0,62,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dae7d0fe-74ad-4e4e-9a86-5f16162a0c70,803,1,00:16:58.934,16,58,30,Pass,31,217,Barcelona,1,Regular Play,217,Barcelona,1.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031c980e-b211-4e29-925f-d09d2e98c463,5470,Ivan Rakitić,15,Left Center Midfield,62,19,5203,Sergio Busquets i Burgos,16.552946,1.1341692,1,Ground Pass,69,34,,,40,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031c980e-b211-4e29-925f-d09d2e98c463,804,1,00:17:00.107,17,0,42,Ball Receipt*,31,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dae7d0fe-74ad-4e4e-9a86-5f16162a0c70,5203,Sergio Busquets i Burgos,13,Right Center Midfield,69,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca6813cc-1a20-446c-ae6f-c4430c62dc76,805,1,00:17:00.107,17,0,43,Carry,31,217,Barcelona,1,Regular Play,217,Barcelona,0.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031c980e-b211-4e29-925f-d09d2e98c463,5203,Sergio Busquets i Burgos,13,Right Center Midfield,69,34,,,,,,,,,,,,,f02179c9-89c0-41e9-bc6d-1c37250ba693,68,36,,,,,,,f973b10e-728c-4ae3-a189-c7a1249d2e2a,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f973b10e-728c-4ae3-a189-c7a1249d2e2a,806,1,00:17:00.666,17,0,22,Foul Committed,31,217,Barcelona,1,Regular Play,206,Deportivo Alavés,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca6813cc-1a20-446c-ae6f-c4430c62dc76,6613,Rubén Sobrino Pozuelo,23,Center Forward,53,45,,,,,,,,,,,,,f02179c9-89c0-41e9-bc6d-1c37250ba693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f02179c9-89c0-41e9-bc6d-1c37250ba693,807,1,00:17:00.666,17,0,21,Foul Won,31,217,Barcelona,1,Regular Play,217,Barcelona,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f973b10e-728c-4ae3-a189-c7a1249d2e2a,5203,Sergio Busquets i Burgos,13,Right Center Midfield,68,36,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5ba2827-8109-4b85-b8bb-8905aec89952,808,1,00:17:22.964,17,22,5,Camera On,32,217,Barcelona,1,Regular Play,217,Barcelona,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f24e5ac-ea02-4a7a-a849-a9b90294fbc9,809,1,00:17:23.417,17,23,30,Pass,32,217,Barcelona,1,Regular Play,217,Barcelona,1.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38a8c4c6-dc40-4696-acc6-667f4eac3bf3,5213,Gerard Piqué Bernabéu,3,Right Center Back,57,47,6379,Sergi Roberto Carnicer,15.811388,0.9652517,1,Ground Pass,66,60,,,40,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38a8c4c6-dc40-4696-acc6-667f4eac3bf3,810,1,00:17:25.091,17,25,42,Ball Receipt*,32,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f24e5ac-ea02-4a7a-a849-a9b90294fbc9,6379,Sergi Roberto Carnicer,12,Right Midfield,66,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad3adb77-80c9-41a0-930e-5b5743e45105,811,1,00:17:25.091,17,25,43,Carry,32,217,Barcelona,1,Regular Play,217,Barcelona,1.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c179591-faa9-4506-ace5-0a547114c0e0,6379,Sergi Roberto Carnicer,12,Right Midfield,66,60,,,,,,,,,,,,,38a8c4c6-dc40-4696-acc6-667f4eac3bf3,66,63,,,,,,,5cf79e2e-0561-4ffd-90d2-043cb10f5f9b,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c179591-faa9-4506-ace5-0a547114c0e0,812,1,00:17:25.577,17,25,17,Pressure,32,217,Barcelona,1,Regular Play,206,Deportivo Alavés,0.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cf79e2e-0561-4ffd-90d2-043cb10f5f9b,6632,Manuel Alejandro García Sánchez,15,Left Center Midfield,51,22,,,,,,,,,,,,,ad3adb77-80c9-41a0-930e-5b5743e45105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cf79e2e-0561-4ffd-90d2-043cb10f5f9b,813,1,00:17:26.300,17,26,30,Pass,32,217,Barcelona,1,Regular Play,217,Barcelona,0.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c179591-faa9-4506-ace5-0a547114c0e0,6379,Sergi Roberto Carnicer,12,Right Midfield,66,63,5503,Lionel Andrés Messi Cuccittini,19.79899,0.7853982,1,Ground Pass,80,77,,,40,Right Foot,7bc366ef-5371-4166-9e37-2281cd5efc9b,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7bc366ef-5371-4166-9e37-2281cd5efc9b,814,1,00:17:27.248,17,27,42,Ball Receipt*,32,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cf79e2e-0561-4ffd-90d2-043cb10f5f9b,5503,Lionel Andrés Messi Cuccittini,24,Left Center Forward,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682ebd7-b098-41cd-9ca0-bfa59ac5db49,815,1,00:17:27.248,17,27,43,Carry,32,217,Barcelona,1,Regular Play,217,Barcelona,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bc366ef-5371-4166-9e37-2281cd5efc9b,5503,Lionel Andrés Messi Cuccittini,24,Left Center Forward,80,77,,,,,,,,,,,,,a28052ec-9da0-463a-8cfe-5af47a96fcaf,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a28052ec-9da0-463a-8cfe-5af47a96fcaf,816,1,00:17:28.242,17,28,30,Pass,32,217,Barcelona,1,Regular Play,217,Barcelona,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517c17c1-1950-4eda-bb92-c4ae7d262b82,5503,Lionel Andrés Messi Cuccittini,24,Left Center Forward,79,77,6379,Sergi Roberto Carnicer,14.866069,-0.8329813,1,Ground Pass,89,66,,,38,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
